language,description,context,tenant_id,tenant_name,topic_name,topic_description,word_count,taskId
15898,deu,"Translate ""Ich habe gestern Abend ferngesehen."" to English.",,93.0,DataEnricher,,,8,3zHah3WHaBL69lxjz0xPdA
15899,deu,"Translate ""Er hat ein Abendessen bestellt."" to English.",,93.0,DataEnricher,,,8,7dgOqVF3wM07eiRRzsTEYV
15900,deu,"Translate ""Ich hatte nichts zum Abendessen."" to English.",,93.0,DataEnricher,,,8,9yd745wscDf9ERA8P2pfhW
15901,deu,"Translate ""Ich will kein Abendessen."" to English.",,93.0,DataEnricher,,,7,6ZsjZ1Fpkk76aNTpKZucfx
15902,deu,"Translate ""Tom macht gerade Abendessen."" to English.",,93.0,DataEnricher,,,7,22BFD78ilPM8TchKxPNRFF
15903,deu,"Translate ""Das Leben ist voller Abenteuer."" to English.",,93.0,DataEnricher,,,8,50vh0FAZ3TDaHo84QdFocv
15904,deu,"Translate ""Ich konnte nicht ablehnen."" to English.",,93.0,DataEnricher,,,7,a8fhbpOctnB81BMgXtazcU
15905,deu,"Translate ""Das machst du doch mit Absicht!"" to English.",,93.0,DataEnricher,,,9,20A4Hx4UDtf8CLvEdGBbCn
15906,deu,"Translate ""Das war sicher nicht mit Absicht."" to English.",,93.0,DataEnricher,,,9,7DSzCegF1Gz9C7jXDbf0ae
15907,deu,"Translate ""Er hatte die Absicht, sie zu heiraten."" to English.",,93.0,DataEnricher,,,10,SsFyvivPiXa3xCGUqNzhy
15908,deu,"Translate ""Hast du das mit Absicht getan?"" to English.",,93.0,DataEnricher,,,9,4iiM8cAHjYH75flvADkcFR
15909,deu,"Translate ""Ich habe nicht die Absicht, mich zu entschuldigen."" to English.",,93.0,DataEnricher,,,11,4WQPpjZzXl05Tdu6W5xxVt
15910,deu,"Translate ""Meine Frau wollte ein Kind adoptieren."" to English.",,93.0,DataEnricher,,,9,7FH3sCf1EL78jEz8orF9ab
15911,deu,"Translate ""Der Affe fiel vom Baum."" to English.",,93.0,DataEnricher,,,8,4YROUyqd8jj7fi3DT8SnHu
15912,deu,"Translate ""Mein Affe ist fortgelaufen."" to English.",,93.0,DataEnricher,,,7,8IRZQCLrsBh9uuBth2dbc3
15913,deu,"Translate ""Das war ein Albtraum."" to English.",,93.0,DataEnricher,,,7,f5FBKIiyFd7QCzbq4GgKP
15914,deu,"Translate ""Er zeigte mir sein Album."" to English.",,93.0,DataEnricher,,,8,50hyowIp3hd7pHJnrWGCla
15915,deu,"Translate ""Es ist mir nicht erlaubt, Alkohol zu trinken."" to English.",,93.0,DataEnricher,,,11,a2EFy1quyXd6bb286NW5Qb
15916,deu,"Translate ""Haben Sie Getränke ohne Alkohol?"" to English.",,93.0,DataEnricher,,,8,6K4ImkCIaj08kpmj1XbVws
15917,deu,"Translate ""Ich kann keinen Alkohol trinken."" to English.",,93.0,DataEnricher,,,8,8ZITtwQdx9G9AKb7jyIPS3
15918,deu,"Translate ""Ich trinke keinen Alkohol."" to English.",,93.0,DataEnricher,,,7,9Wm7IWwrNhRayy5g2gj6rA
15919,deu,"Translate ""Sie war dem Alkohol nicht abgeneigt."" to English.",,93.0,DataEnricher,,,9,17aU9nWh0eLag81mXI2h3O
15920,nds,"Translate ""Ich habe bis zum Alter von 6 in Osaka gelebt."" to English.",,93.0,DataEnricher,,,13,8PqBcI1KZWl8Mtq0B8FxL4
15921,deu,"Translate ""Sie hat im Alter von 25 geheiratet."" to English.",,93.0,DataEnricher,,,10,aAkIziPCaJX7lPIBr9JQwY
15922,deu,"Translate ""Welches Alter hat Ihr Sohn?"" to English.",,93.0,DataEnricher,,,8,3zGud8VQ8yNaycnVTBNazJ
15923,eng,"Translate ""Was ist die Alternative?"" to English.",,93.0,DataEnricher,,,7,acmZVlmedq577WAV5BInIC
15924,deu,"Translate ""Jane scheint sich auf der Party zu amüsieren."" to English.",,93.0,DataEnricher,,,11,1oTr9NmVjOc7V9UGrEs4ah
15925,deu,"Translate ""Darf ich dir jetzt etwas zu trinken anbieten?"" to English.",,93.0,DataEnricher,,,11,6hmk7XLEG7361cQCL6t3Wb
15926,deu,"Translate ""Das wird sich nicht ändern."" to English.",,93.0,DataEnricher,,,8,7EkwqUuuM7L71QhYSquY9C
15927,deu,"Translate ""Die Zeiten ändern sich."" to English.",,93.0,DataEnricher,,,7,3lriGJFEm9W8W71JHWyfDX
15928,deu,"Translate ""Tom muss seine Einstellung ändern."" to English.",,93.0,DataEnricher,,,8,5flo6UARSgZ8n2lBBqtBn1
15929,deu,"Translate ""Vielleicht ändern sich die Preise."" to English.",,93.0,DataEnricher,,,8,2whKClfmekVaHLvKfAiPVa
15930,deu,"Translate ""Es war dumm von dir, sein Angebot anzunehmen."" to English.",,93.0,DataEnricher,,,11,aKyigEtilsvaz9cxURMjNY
15931,deu,"Translate ""Ich akzeptiere das Angebot."" to English.",,93.0,DataEnricher,,,7,51vgitPthWZ7rU5CTzq5VV
15932,deu,"Translate ""Ich werde dein Angebot annehmen."" to English.",,93.0,DataEnricher,,,8,22UHAQsTne57THcsK0NPCi
15933,deu,"Translate ""Ich werde dein Angebot annehmen."" to English.",,93.0,DataEnricher,,,8,9MpZ9PyNope91FHJ6hDVrI
15934,deu,"Translate ""Deine Antwort ist falsch."" to English.",,93.0,DataEnricher,,,7,2tXp4qsxJtY5AN7ivJqsVE
15935,deu,"Translate ""Du hast die Antwort gefunden."" to English.",,93.0,DataEnricher,,,8,5QMm78gBppxaJVq91HE6i5
15936,deu,"Translate ""Hast du eine Antwort von Tom erhalten?"" to English.",,93.0,DataEnricher,,,10,aS38m2r9A37aEFQXHdmakv
15937,deu,"Translate ""Kennen Sie die Antwort?"" to English.",,93.0,DataEnricher,,,7,1zeg3zMm9df7GMEk4S1mUH
15938,deu,"Translate ""Deine Antworten waren bis auf eine richtig."" to English.",,93.0,DataEnricher,,,10,aCD2v49jXCD7FKmZex0H8I
15939,deu,"Translate ""Muss ich auf die Frage antworten?"" to English.",,93.0,DataEnricher,,,9,6QkSj5tcnin7Hqbix7qbxW
15940,deu,"Translate ""Ich brauche keinen Anwalt."" to English.",,93.0,DataEnricher,,,7,2r2SYFcYe9N6mNTHUlcK8f
15941,deu,"Translate ""Der Apfel ist noch nicht reif."" to English.",,93.0,DataEnricher,,,9,8KAr1JaOTRu8nGNYfn9Vww
15942,deu,"Translate ""Ich esse gerade einen Apfel."" to English.",,93.0,DataEnricher,,,8,2PqNTcM5pSPav1Hou9ZWcW
15943,deu,"Translate ""Ist das ein Apfel?"" to English.",,93.0,DataEnricher,,,7,WCz20kHwET8k3MVbqppy6
15944,deu,"Translate ""Unter dem Schreibtisch liegt ein Apfel."" to English.",,93.0,DataEnricher,,,9,BQF0srBMWT7Gzo7BZ2uzK
15945,deu,"Translate ""Wie schmeckt der Apfel?"" to English.",,93.0,DataEnricher,,,7,63LwneDO7eg8AK3biY87MO
15946,deu,"Translate ""Er erledigt seine Arbeit."" to English.",,93.0,DataEnricher,,,7,a9LEBCdqQ1T7bSqECtwYJb
15947,deu,"Translate ""Er ist mit seiner Arbeit zufrieden."" to English.",,93.0,DataEnricher,,,9,7eAdNIMwTdZ8bNDzMdsKNi
15948,deu,"Translate ""Ich bin von der Arbeit sehr müde."" to English.",,93.0,DataEnricher,,,10,66WZeewVaQUapMbr4L8zqc
15949,deu,"Translate ""Ich habe Arbeit für dich."" to English.",,93.0,DataEnricher,,,8,94XarI5tWg871T4PHzFaq0
15950,deu,"Translate ""Ich muss die Arbeit bis vier Uhr abgeschlossen haben."" to English.",,93.0,DataEnricher,,,12,7QYKkjMFgIs6pLnqer8efv
15951,deu,"Translate ""Ich setze meine Arbeit fort."" to English.",,93.0,DataEnricher,,,8,48PYN7qDGQA88NvuCHTt7f
15952,deu,"Translate ""Tom fährt mit dem Auto zur Arbeit."" to English.",,93.0,DataEnricher,,,10,55935gEnVks6d5pwpkPcfP
15953,deu,"Translate ""Tom hat schon eine Arbeit gefunden."" to English.",,93.0,DataEnricher,,,9,62XXodCNboB9Cyi11h9FbL
15954,deu,"Translate ""Unsere Arbeit hört nie auf."" to English.",,93.0,DataEnricher,,,8,g2dXexhLZjaE28QsnLCfW
15955,deu,"Translate ""Arbeiten Sie mit Tom zusammen?"" to English.",,93.0,DataEnricher,,,8,797sy1iQXSt8BJYZq96yLR
15956,deu,"Translate ""Ein Mensch muss arbeiten."" to English.",,93.0,DataEnricher,,,7,4dylAImdwEVa6pPjZkhMUo
15957,deu,"Translate ""Er will nicht in einer Fabrik arbeiten."" to English.",,93.0,DataEnricher,,,10,63YBIHhkCW38OC9yqetsjl
15958,deu,"Translate ""Ich gab vor zu arbeiten."" to English.",,93.0,DataEnricher,,,8,4YrjGF9DmAX6HVSsVxBnST
15959,deu,"Translate ""Ich war am Arbeiten."" to English.",,93.0,DataEnricher,,,7,7NnuagJq9QP9YdCJJbnutO
15960,deu,"Translate ""Ich brauche nur einen Arbeiter."" to English.",,93.0,DataEnricher,,,8,azUng1lvtHdaD9eXmHM7uQ
15961,nds,"Translate ""Sie sind wirklich ein fleißiger Arbeiter."" to English.",,93.0,DataEnricher,,,9,1GVHJpYzrqt9ya6Zp92WoT
15962,deu,"Translate ""Das ist der Computer, auf dem er seine Artikel schreibt."" to English.",,93.0,DataEnricher,,,13,pwS6KHkC5ya2O14CH4bSX
15963,deu,"Translate ""Der Artikel war in französischer Sprache verfasst."" to English.",,93.0,DataEnricher,,,10,3EjA3fuWrzb9aKIdPjGK2z
15964,deu,"Translate ""Haben Sie diesen Artikel gelesen?"" to English.",,93.0,DataEnricher,,,8,Gd2rwRvZBJ8xQakCjGMDl
15965,deu,"Translate ""Habt ihr diesen Artikel gelesen?"" to English.",,93.0,DataEnricher,,,8,9FKxB1Z1sa689zUnfxMo3B
15966,deu,"Translate ""Ich kann diesen Artikel nicht ins Arabische übersetzen."" to English.",,93.0,DataEnricher,,,11,2VtkZeTFX3L9FLJIwep6bI
15967,deu,"Translate ""Ich beschloss, Arzt zu werden."" to English.",,93.0,DataEnricher,,,8,3whOtWugTQD9PEYssWCra7
15968,deu,"Translate ""Wo ist der Arzt?"" to English.",,93.0,DataEnricher,,,7,863cPdHAwxM6jrpWi7Kx5h
15969,deu,"Translate ""Diese Aufgabe ist zu viel für ihn."" to English.",,93.0,DataEnricher,,,10,8yDGFEId9zC9J5b6jWEiXY
15970,deu,"Translate ""Ich konnte die Aufgabe leicht lösen."" to English.",,93.0,DataEnricher,,,9,79cfNQucdqR9l6Lm4XhKpQ
15971,deu,"Translate ""Ich will nicht aufgeben."" to English.",,93.0,DataEnricher,,,7,738Cr1GCEP49iUi8HnYTQ3
15972,nds,"Translate ""Die Zeitung hat eine große Auflage."" to English.",,93.0,DataEnricher,,,9,2pXzMgU5xZH9y5Mlr1tFS4
15973,deu,"Translate ""Es gibt keine Fehler in deinem Aufsatz."" to English.",,93.0,DataEnricher,,,10,7XOLcCX9H5W8l8aETO1gGX
15974,deu,"Translate ""Der alte Mann ist auf einem Auge blind."" to English.",,93.0,DataEnricher,,,11,62HICEhR1sK6bT8gDgzzkI
15975,deu,"Translate ""Ich habe Sand im Auge."" to English.",,93.0,DataEnricher,,,8,1dxt2rW5BSQ8iLFIvlsExo
15976,deu,"Translate ""Was das Auge nicht sieht, bekümmert das Herz nicht."" to English.",,93.0,DataEnricher,,,12,aJsqPyUd9InaAF4SOj0z0B
15977,deu,"Translate ""Welches Auge tut dir weh?"" to English.",,93.0,DataEnricher,,,8,2NJsgQEIjJQ7TULpMozCyd
15978,deu,"Translate ""Gibt es im Französischen einen ähnlichen Ausdruck?"" to English.",,93.0,DataEnricher,,,10,2JmiuY3H00s7KurVGUjwwA
15979,deu,"Translate ""Was bedeutet dieser Ausdruck in diesem Zusammenhang?"" to English.",,93.0,DataEnricher,,,10,aFtcB6e1XSKamsPzZYTTBO
15980,deu,"Translate ""Du solltest nicht mehr Geld ausgeben, als du verdienst."" to English.",,93.0,DataEnricher,,,12,2SvLuio6AlL5V2q7XMFOod
15981,deu,"Translate ""Darf ich mir dein Auto ausleihen?"" to English.",,93.0,DataEnricher,,,9,5G4iA5xgmbT8mZI5gL35GC
15982,deu,"Translate ""Kann ich mir mal dein Auto ausleihen?"" to English.",,93.0,DataEnricher,,,10,1CpKXSaT8uY6kOUILEEAqV
15983,deu,"Translate ""Wie viele Bücher kann ich gleichzeitig ausleihen?"" to English.",,93.0,DataEnricher,,,10,1XIEegpxpeo5Kd1rFXvYEO
15984,deu,"Translate ""Warum ist das Aussehen so wichtig?"" to English.",,93.0,DataEnricher,,,9,2Euo5WsJi5D5Ud4n9QL89B
15985,nds,"Translate ""Wir haben eine große Auswahl an Obst im Supermarkt."" to English.",,93.0,DataEnricher,,,12,1xKZgPaBlPsapUmouTzuZq
15986,deu,"Translate ""Der Autor hat einen schönen Stil."" to English.",,93.0,DataEnricher,,,9,2fd2bEiRXlC5TpTCPiGvef
15987,deu,"Translate ""Das Baby hörte auf zu schreien."" to English.",,93.0,DataEnricher,,,9,9pNfo56cP8n8P5yxcKdePs
15988,deu,"Translate ""Das Baby schläft tief und fest."" to English.",,93.0,DataEnricher,,,9,3VuuoeU3MVV7zGdDRIs2Yu
15989,deu,"Translate ""Das Baby wachte mitten in der Nacht auf."" to English.",,93.0,DataEnricher,,,11,6fyE0CZX57F9oWwxdL5V72
15990,deu,"Translate ""Ich schlief wie ein Baby."" to English.",,93.0,DataEnricher,,,8,aNo0Vc3M5RLaHlfFOv92p3
15991,deu,"Translate ""Sie gebar ein gesundes Baby."" to English.",,93.0,DataEnricher,,,8,Z7XGAQVItb6RHRDpEoOL5
15992,nds,"Translate ""Er nahm ein heißes Bad und schaltete den Fernseher ein."" to English.",,93.0,DataEnricher,,,13,9CRQwA02WE97kL7WGBnC7n
15993,deu,"Translate ""Hast du schon ein Bad genommen, Takashi?"" to English.",,93.0,DataEnricher,,,10,3FYigAOOHYja0DyawKR3l4
15994,deu,"Translate ""Ich nahm ein Bad."" to English.",,93.0,DataEnricher,,,7,Vn99qWpOWGaVsoZSkC7V6
15995,deu,"Translate ""Ich nehme fast jeden Tag ein Bad."" to English.",,93.0,DataEnricher,,,10,6sSl1NwMUMwal80v3nnGET
15996,deu,"Translate ""Es ist praktisch, so nahe am Bahnhof zu wohnen."" to English.",,93.0,DataEnricher,,,12,39F2sLPHte493osmUUVV0Y
15997,deu,"Translate ""Wie komme ich zum Bahnhof?"" to English.",,93.0,DataEnricher,,,8,7ySYPlY9zj28RgvoGihTEy
15998,deu,"Translate ""Wo ist der nächste Bahnhof?"" to English.",,93.0,DataEnricher,,,8,7Ks1kGHjbpq9KL42AlPJO2
15999,deu,"Translate ""Bakterien vermehren sich durch Teilung."" to English.",,93.0,DataEnricher,,,8,2SJzyco6q2a8KXsVEko5IT
16000,deu,"Translate ""Die Katze spielt mit dem Ball."" to English.",,93.0,DataEnricher,,,9,23GDKYWKkYV6EtJc45lHhX
16001,nds,"Translate ""Wo ist der Ball?"" to English.",,93.0,DataEnricher,,,7,5h9awIGOtrK89xuAuXw1rr
16002,deu,"Translate ""Eine Banane ist gelb."" to English.",,93.0,DataEnricher,,,7,aJJVPDdcxXQ7YgQblDIngD
16003,deu,"Translate ""Ich esse eine Banane."" to English.",,93.0,DataEnricher,,,7,3bg53tmUbUL7ghc0YnQURi
16004,eng,"Translate ""Tom isst eine Banane."" to English.",,93.0,DataEnricher,,,7,V2lGMV9xar6MerL0KV6H1
16005,deu,"Translate ""Die Bank kannst du leicht finden."" to English.",,93.0,DataEnricher,,,9,1lqAy1JrEmf6DQhE4SfgBi
16006,deu,"Translate ""Ich bin zur Bank gegangen."" to English.",,93.0,DataEnricher,,,8,aAdhFihRwCUaoNSUn3yV48
16007,deu,"Translate ""Sie arbeitet in einer Bank."" to English.",,93.0,DataEnricher,,,8,7mWRsp2zZNd9JDhaiSDrtM
16008,deu,"Translate ""Unter dem Baum ist eine Bank."" to English.",,93.0,DataEnricher,,,9,QH17czdtDf7qdO5LomcPH
16009,deu,"Translate ""Wieso hast du die Bank rot gestrichen?"" to English.",,93.0,DataEnricher,,,10,1G3cU96xT406rDBe9RXqvr
16010,deu,"Translate ""Ich will in bar bezahlt werden."" to English.",,93.0,DataEnricher,,,9,6fWFTlwHbNe8ZAAkw21GN6
16011,eng,"Translate ""Alle Jungen spielen gerne Baseball."" to English.",,93.0,DataEnricher,,,8,596WDZdWc1X7tggFUrhhM7
16012,deu,"Translate ""Er interessiert sich nicht sehr für Baseball."" to English.",,93.0,DataEnricher,,,10,7ITnctAFbTk9FWeiqfmXHV
16013,deu,"Translate ""Ich spiele gern Baseball."" to English.",,93.0,DataEnricher,,,7,9fRbalhkhsP6M7cPZKy5G9
16014,eng,"Translate ""Magst du Baseball, Bin?"" to English.",,93.0,DataEnricher,,,7,2qjHZDKvS7j5QOxTlxgTwS
16015,nob,"Translate ""Mike spielt gerne Basketball."" to English.",,93.0,DataEnricher,,,7,5wuznrgH6Em9mF0A4VntPE
16016,deu,"Translate ""Sie hat früher Basketball gespielt."" to English.",,93.0,DataEnricher,,,8,8UgZ1bMvz798fQfSv23jKi
16017,deu,"Translate ""Wir bauen Reis an."" to English.",,93.0,DataEnricher,,,7,3R9UH6cuCG46g0RemDHZLX
16018,deu,"Translate ""Wir werden eine Mauer bauen."" to English.",,93.0,DataEnricher,,,8,42fF4LfzZ225HS6hiVVzaD
16019,deu,"Translate ""Aber der Bauer lächelte ihn an."" to English.",,93.0,DataEnricher,,,9,3PWSNsM3Rgg6oOYIhqokrV
16020,deu,"Translate ""Was der Bauer nicht kennt, das isst er nicht."" to English.",,93.0,DataEnricher,,,12,8UWHXHQylhY7qhz9rITmIy
16021,deu,"Translate ""Dieser Baum ist so alt wie jener."" to English.",,93.0,DataEnricher,,,10,5bG0oOEDdN4aifkqwUc8Q2
16022,deu,"Translate ""Ich stehe unter dem Baum."" to English.",,93.0,DataEnricher,,,8,6zgOsbf0aFm5AOlGiKSrhv
16023,deu,"Translate ""Tom pflanzte einen Baum."" to English.",,93.0,DataEnricher,,,7,7COUUUJHoQ37uAvXkRc8EP
16024,deu,"Translate ""Tom pflückte einen Apfel vom Baum."" to English.",,93.0,DataEnricher,,,9,8CxHtuRhGTZ7ffDlz1EXC5
16025,deu,"Translate ""Die Grenzen meiner Sprache bedeuten die Grenzen meiner Welt."" to English.",,93.0,DataEnricher,,,12,7k9SyTuQbGL5Tz58WeH6Sb
16026,deu,"Translate ""Dieser Satz kann im Grunde alles bedeuten."" to English.",,93.0,DataEnricher,,,10,3xDAVb6XTwHavSJ5KJ4nz2
16027,deu,"Translate ""Was hat das zu bedeuten?"" to English.",,93.0,DataEnricher,,,8,jbVpsvDERJ9H72coj2D0U
16028,deu,"Translate ""Die Bedeutung dieses Satzes ist unklar."" to English.",,93.0,DataEnricher,,,9,aaCSimvhtyda0JcHwNhbk9
16029,deu,"Translate ""Ja, aber das hat keine Bedeutung."" to English.",,93.0,DataEnricher,,,9,9YUXS86bUMJapR6JgwbIFT
16030,deu,"Translate ""Worte haben selten nur eine Bedeutung."" to English.",,93.0,DataEnricher,,,9,1WppWXBUwQB99eNtrITCtD
16031,deu,"Translate ""Ich akzeptiere, aber nur unter einer Bedingung."" to English.",,93.0,DataEnricher,,,10,8183ifn7P2x8GV9CoE7m0n
16032,deu,"Translate ""Ich war naiv und leicht zu beeindrucken."" to English.",,93.0,DataEnricher,,,10,54LZXORfBJo7xukajs2nof
16033,deu,"Translate ""Ich wollte Tom beeindrucken."" to English.",,93.0,DataEnricher,,,7,4lgDkE60mFe6cUTL0oEkI8
16034,deu,"Translate ""Wann hast du vor zu beginnen?"" to English.",,93.0,DataEnricher,,,9,eUPBrBIfqp7KeouooRLvT
16035,deu,"Translate ""Wir müssen vor fünf beginnen."" to English.",,93.0,DataEnricher,,,8,5seyDsjO5JO8ziexFoVuRq
16036,deu,"Translate ""Werden Sie mich begleiten?"" to English.",,93.0,DataEnricher,,,7,ajT9gezHfW06EUIRo0JYsc
16037,deu,"Translate ""Ich habe meinen Hund auf dem Haustierfriedhof begraben."" to English.",,93.0,DataEnricher,,,11,7wJfnjQzmwcabrqF6FJ0QT
16038,deu,"Translate ""Doktor, es ist das falsche Bein!"" to English.",,93.0,DataEnricher,,,9,13c7Kvkm3XA6KRNfjo0Wbe
16039,deu,"Translate ""Ich habe Schmerzen im rechten Bein."" to English.",,93.0,DataEnricher,,,9,2s1jSgC2nFc6MxqViT2WB4
16040,deu,"Translate ""Mein Hund hat Tom ins Bein gebissen."" to English.",,93.0,DataEnricher,,,10,DZNA9pFWLL7r7kQlARNJN
16041,eng,"Translate ""Tom hat ein Bein verloren."" to English.",,93.0,DataEnricher,,,8,3lr1ZeVsuyE6JWjdbK559N
16042,deu,"Translate ""Wir haben ein interessantes Beispiel."" to English.",,93.0,DataEnricher,,,8,5uK1ZtM2bpna15nB1lHSod
16043,deu,"Translate ""Eugene wird den Nobelpreis für seinen Beitrag zur Literatur erhalten."" to English.",,93.0,DataEnricher,,,13,4s8Al8iUEvM7OYPyKTMlOe
16044,deu,"Translate ""Jeder darf etwas beitragen."" to English.",,93.0,DataEnricher,,,7,7BESpFFTdAX8Wgqb4vHThL
16045,deu,"Translate ""Ich wollte Tom nicht beleidigen."" to English.",,93.0,DataEnricher,,,8,abEDm0m4HCSaHd48vsPzuW
16046,deu,"Translate ""Sein Benehmen ist immer ehrenhaft."" to English.",,93.0,DataEnricher,,,8,7kWwOuxLKCcaAApToX2dEN
16047,deu,"Translate ""Benötigen Sie unsere Hilfe?"" to English.",,93.0,DataEnricher,,,7,D29UMzfb2N6Qc3AwCfjbO
16048,deu,"Translate ""Benötigen wir eine internationale Sprache?"" to English.",,93.0,DataEnricher,,,8,8ziA9gkfFaS9jEN4oI147d
16049,deu,"Translate ""Ich werde Ihre Hilfe benötigen."" to English.",,93.0,DataEnricher,,,8,4Hxh2X2VCnya179P3f2sxB
16050,deu,"Translate ""Ich werde seine Hilfe benötigen."" to English.",,93.0,DataEnricher,,,8,9CtmMqhuqhG9IHJ0hju8YL
16051,deu,"Translate ""Wir benötigen deine Unterstützung."" to English.",,93.0,DataEnricher,,,7,ajH6zEq9C0K9NlMoj5prV4
16052,deu,"Translate ""Uns geht das Benzin aus."" to English.",,93.0,DataEnricher,,,8,1BK3wvJN1iV8hCqPx8JHFP
16053,deu,"Translate ""Wir hatten kein Benzin mehr."" to English.",,93.0,DataEnricher,,,8,NFjZFecgiZ6TZ0ZTt1xa6
16054,deu,"Translate ""Du hast mich gut beraten."" to English.",,93.0,DataEnricher,,,8,3cxMDBWsbsGaeuGy8ksIyq
16055,deu,"Translate ""Ich habe mich mit meiner Schwester beraten."" to English.",,93.0,DataEnricher,,,10,4WnUilpxA9K5L8bYguNJEs
16056,deu,"Translate ""Auf dem Berg gibt es viele Affen."" to English.",,93.0,DataEnricher,,,10,7P4DANoTfzM69ZTW8OQTX2
16057,deu,"Translate ""Die Sonne ist hinter einem Berg untergegangen."" to English.",,93.0,DataEnricher,,,10,6TwaaiPuTSA8QNd1peprxj
16058,deu,"Translate ""Das ist ein ziemlich riskanter Beruf."" to English.",,93.0,DataEnricher,,,9,5UNa7GwQ85Qa5uTxuz7crp
16059,deu,"Translate ""Was sind Sie von Beruf?"" to English.",,93.0,DataEnricher,,,8,3aPyDiFFLsM9UmzDijsoGO
16060,deu,"Translate ""Wir können dich nicht beschützen."" to English.",,93.0,DataEnricher,,,8,qmXAxbDGwaAJRMTAx9Ie
16061,deu,"Translate ""Wir können Sie nicht beschützen."" to English.",,93.0,DataEnricher,,,8,5Pdg54Aeie18YFwqXuylJ7
16062,deu,"Translate ""Wir werden Sie beschützen."" to English.",,93.0,DataEnricher,,,7,1oIv5PGOTut7XSCWpuIIQd
16063,deu,"Translate ""Es bringt nichts, sich zu beschweren."" to English.",,93.0,DataEnricher,,,9,4CnVzYDLBMl6mjgncRPEO5
16064,deu,"Translate ""Ich will mich beschweren."" to English.",,93.0,DataEnricher,,,7,nMjLrtGHOW6k6ZsxtqFHC
16065,deu,"Translate ""Meine Kunden beschweren sich nie."" to English.",,93.0,DataEnricher,,,8,1KzItk0jPoJ8rQNsskP7Ug
16066,deu,"Translate ""Besitzen Sie ein Auto?"" to English.",,93.0,DataEnricher,,,7,1rKKxlIInqm8hiYhiKLxF1
